text,label,subintent,canonical_question,difficulty,source,split
"Trebam informaciju, Kako provjeriti da li je udruženje registrovano? Treba mi hitno.",registri,registar_udruzenja,Kako provjeriti da li je udruženje registrovano?,easy,synthetic_rule_based,train
Ne znam koji dokument da predam. Kako registrovati fondaciju? Treba mi hitno.,registracija,registracija_fondacije,Kako registrovati fondaciju?,easy,synthetic_rule_based,train
Gdje mogu vidjeti listu kandidata za ispit? Ako može.,ispiti,termini_ispita,Gdje mogu vidjeti listu kandidata za ispit?,medium,synthetic_rule_based,train
Na stranici ima puno linkova. Gdje se polaže stručni upravni ispit? Nisam siguran gdje da tražim.,ispiti,strucni_upravni_ispit,Gdje se polaže stručni upravni ispit?,easy,synthetic_rule_based,train
Ima li obrazac za popravni ispit? Ako može.,obrasci,obrazac_ispiti,Ima li obrazac za popravni ispit?,easy,synthetic_rule_based,train
Gdje mogu pronaći listu notara? Ako može.,registri,registar_notara,Gdje mogu pronaći listu notara?,easy,synthetic_rule_based,train
"Molim vas, Gdje se predaje zahtjev za građevinsku dozvolu? Hvala.",out_of_scope,nevezano,Gdje se predaje zahtjev za građevinsku dozvolu?,natural,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Kako podnijeti zahtjev po ZOSPI-u? Molim odgovor.",obrasci,obrazac_zospi,Kako podnijeti zahtjev po ZOSPI-u?,easy,synthetic_rule_based,train
"Molim vas, Treba mi broj telefona za informacije o ispitu. Treba mi hitno.",ispiti,kontakt_ispiti,Treba mi broj telefona za informacije o ispitu.,easy,synthetic_rule_based,train
Kako odjaviti udruženje iz registra? Ako može.,registracija,brisanje_iz_registra,Kako odjaviti udruženje iz registra?,natural,synthetic_rule_based,train
"Pozdrav, Kako dobiti uvjerenje o državljanstvu? Treba mi hitno.",out_of_scope,nevezano,Kako dobiti uvjerenje o državljanstvu?,medium,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Gdje je javni registar fondacija? Možete li me uputiti?",registri,registar_udruzenja,Gdje je javni registar fondacija?,natural,synthetic_rule_based,train
"Zanima me, Treba mi spisak notara u BiH.",registri,registar_notara,Treba mi spisak notara u BiH.,natural,synthetic_rule_based,train
Na stranici ima puno linkova. Treba mi propis o stalnim sudskim tumačima. Ako može.,zakoni_i_propisi,zakoni_notari_tumaci,Treba mi propis o stalnim sudskim tumačima.,easy,synthetic_rule_based,train
"Dobar dan, Kome se šalje prijava za ispit? Hvala.",ispiti,kontakt_ispiti,Kome se šalje prijava za ispit?,medium,synthetic_rule_based,train
"Dobar dan, Gdje mogu vidjeti organizaciju Ministarstva? Hvala.",kontakt_i_nadleznosti,organizacija,Gdje mogu vidjeti organizaciju Ministarstva?,medium,synthetic_rule_based,train
Pokušavam naći tačan obrazac. Ko je nadležan za otmicu djece preko granice? Treba mi hitno.,pravna_pomoc,otmica_djece,Ko je nadležan za otmicu djece preko granice?,medium,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Kada su termini za pravosudni ispit? Treba mi hitno.",ispiti,pravosudni_ispit,Kada su termini za pravosudni ispit?,easy,synthetic_rule_based,train
Na stranici ima puno linkova. Gdje se predaje zahtjev za građevinsku dozvolu? Hvala.,out_of_scope,nevezano,Gdje se predaje zahtjev za građevinsku dozvolu?,easy,synthetic_rule_based,train
Ne razumijem proceduru. Kako se pokreće postupak za povrat djeteta? Molim odgovor.,pravna_pomoc,otmica_djece,Kako se pokreće postupak za povrat djeteta?,easy,synthetic_rule_based,train
"Zanima me, Na stranici ima puno linkova. Kako pokrenuti postupak za izdržavanje iz druge države?",pravna_pomoc,alimentacija,Kako pokrenuti postupak za izdržavanje iz druge države?,medium,synthetic_rule_based,train
"Zanima me, Koji formular treba za promjenu zastupnika? Možete li me uputiti?",obrasci,obrazac_promjena,Koji formular treba za promjenu zastupnika?,natural,synthetic_rule_based,train
"Pozdrav, Na stranici ima puno linkova. Ko je nadležan za pravosudni ispit? Molim odgovor.",kontakt_i_nadleznosti,nadleznosti,Ko je nadležan za pravosudni ispit?,medium,synthetic_rule_based,train
"Pozdrav, Radim ovo prvi put. Ima li raspored za polaganje ispita? Nisam siguran gdje da tražim.",ispiti,termini_ispita,Ima li raspored za polaganje ispita?,easy,synthetic_rule_based,train
"Dobar dan, Gdje je obrazac za prijavu pravosudnog ispita? Nisam siguran gdje da tražim.",obrasci,obrazac_ispiti,Gdje je obrazac za prijavu pravosudnog ispita?,easy,synthetic_rule_based,train
"Dobar dan, Ima li raspored za polaganje ispita? Ako može.",ispiti,termini_ispita,Ima li raspored za polaganje ispita?,natural,synthetic_rule_based,train
Radim ovo prvi put. Gdje se nalazi vodič za pristup informacijama? Hvala.,zakoni_i_propisi,zakoni_zospi,Gdje se nalazi vodič za pristup informacijama?,natural,synthetic_rule_based,train
Kako registrovati auto? Možete li me uputiti?,out_of_scope,nevezano,Kako registrovati auto?,easy,synthetic_rule_based,train
"Dobar dan, Treba mi broj telefona za informacije o ispitu. Nisam siguran gdje da tražim.",ispiti,kontakt_ispiti,Treba mi broj telefona za informacije o ispitu.,natural,synthetic_rule_based,train
"Pozdrav, Kako se zove obrazac za izmjenu u registru? Ako može.",obrasci,obrazac_promjena,Kako se zove obrazac za izmjenu u registru?,natural,synthetic_rule_based,train
Kako se radi preregistracija udruženja? Treba mi hitno.,registracija,promjena_podataka,Kako se radi preregistracija udruženja?,medium,synthetic_rule_based,train
Ne znam koji dokument da predam. Kada su termini za pravosudni ispit?,ispiti,pravosudni_ispit,Kada su termini za pravosudni ispit?,natural,synthetic_rule_based,train
Gdje mogu pronaći listu notara? Treba mi hitno.,registri,registar_notara,Gdje mogu pronaći listu notara?,natural,synthetic_rule_based,train
Gdje mogu pronaći registar udruženja? Treba mi hitno.,registri,registar_udruzenja,Gdje mogu pronaći registar udruženja?,easy,synthetic_rule_based,train
"Pozdrav, Koji su uslovi za osnivanje fondacije? Nisam siguran gdje da tražim.",registracija,registracija_fondacije,Koji su uslovi za osnivanje fondacije?,easy,synthetic_rule_based,train
Pokušavam naći tačan obrazac. Šta treba za promjenu osobe ovlaštene za zastupanje? Treba mi hitno.,registracija,promjena_podataka,Šta treba za promjenu osobe ovlaštene za zastupanje?,easy,synthetic_rule_based,train
Ne znam koji dokument da predam. Koji sektori postoje u Ministarstvu?,kontakt_i_nadleznosti,organizacija,Koji sektori postoje u Ministarstvu?,medium,synthetic_rule_based,train
"Dobar dan, Kako provjeriti da li je neko sudski tumač?",registri,registar_tumaca,Kako provjeriti da li je neko sudski tumač?,easy,synthetic_rule_based,train
"Trebam informaciju, Treba mi propis o stalnim sudskim tumačima. Molim odgovor.",zakoni_i_propisi,zakoni_notari_tumaci,Treba mi propis o stalnim sudskim tumačima.,natural,synthetic_rule_based,train
"Trebam informaciju, Kako registrovati udruženje? Molim odgovor.",registracija,registracija_udruzenja,Kako registrovati udruženje?,easy,synthetic_rule_based,train
Na stranici ima puno linkova. Gdje se vadi lična karta?,out_of_scope,nevezano,Gdje se vadi lična karta?,easy,synthetic_rule_based,train
"Zanima me, Koji zakon reguliše udruženja i fondacije? Možete li me uputiti?",zakoni_i_propisi,zakoni_udruzenja,Koji zakon reguliše udruženja i fondacije?,medium,synthetic_rule_based,train
Radim ovo prvi put. Kako je regulisan zahtjev za pristup informacijama?,zakoni_i_propisi,zakoni_zospi,Kako je regulisan zahtjev za pristup informacijama?,easy,synthetic_rule_based,train
"Molim vas, Šta treba predati za registraciju fondacije?",registracija,registracija_fondacije,Šta treba predati za registraciju fondacije?,natural,synthetic_rule_based,train
Kako otvoriti firmu u poreznoj upravi? Nisam siguran gdje da tražim.,out_of_scope,nevezano,Kako otvoriti firmu u poreznoj upravi?,easy,synthetic_rule_based,train
"Trebam informaciju, Ne znam koji dokument da predam. Ima li obrazac za preregistraciju? Ako može.",obrasci,obrazac_promjena,Ima li obrazac za preregistraciju?,easy,synthetic_rule_based,train
Treba mi za fakultetski zadatak. Kako ide postupak upisa udruženja u registar? Treba mi hitno.,registracija,registracija_udruzenja,Kako ide postupak upisa udruženja u registar?,natural,synthetic_rule_based,train
Ne znam koji dokument da predam. Kako je regulisan zahtjev za pristup informacijama?,zakoni_i_propisi,zakoni_zospi,Kako je regulisan zahtjev za pristup informacijama?,easy,synthetic_rule_based,train
"Može pomoć, Kako poslati upit Ministarstvu? Molim odgovor.",kontakt_i_nadleznosti,kontakt,Kako poslati upit Ministarstvu?,medium,synthetic_rule_based,train
"Trebam informaciju, Kako provjeriti da li je udruženje registrovano? Možete li me uputiti?",registri,registar_udruzenja,Kako provjeriti da li je udruženje registrovano?,natural,synthetic_rule_based,train
"Molim vas, Treba mi pomoć za alimentaciju iz inostranstva. Hvala.",pravna_pomoc,alimentacija,Treba mi pomoć za alimentaciju iz inostranstva.,natural,synthetic_rule_based,train
"Trebam informaciju, Koji formular se predaje za polaganje ispita? Treba mi hitno.",obrasci,obrazac_ispiti,Koji formular se predaje za polaganje ispita?,medium,synthetic_rule_based,train
"Pozdrav, Kako podnijeti zahtjev/prijava za brisanje fondacije?",registracija,brisanje_iz_registra,Kako podnijeti zahtjev za brisanje fondacije?,natural,synthetic_rule_based,train
"Zanima me, Ima li zahtjev za registraciju u Word ili PDF formatu?",obrasci,obrazac_registracija,Ima li zahtjev za registraciju u Word ili PDF formatu?,easy,synthetic_rule_based,train
Treba mi izvod iz registra udruženja. Ako može.,registri,registar_udruzenja,Treba mi izvod iz registra udruženja.,medium,synthetic_rule_based,train
"Može pomoć, Kako se prijaviti na biro za zapošljavanje? Nisam siguran gdje da tražim.",out_of_scope,nevezano,Kako se prijaviti na biro za zapošljavanje?,easy,synthetic_rule_based,train
"Pozdrav, Kada je popravni ispit? Molim odgovor.",ispiti,termini_ispita,Kada je popravni ispit?,easy,synthetic_rule_based,train
Treba mi organizaciona struktura Ministarstva.,kontakt_i_nadleznosti,organizacija,Treba mi organizaciona struktura Ministarstva.,medium,synthetic_rule_based,train
Gdje su pravilnici za sudske tumače? Ako može.,zakoni_i_propisi,zakoni_notari_tumaci,Gdje su pravilnici za sudske tumače?,medium,synthetic_rule_based,train
Jesu li objavljeni novi ispitni termini? Treba mi hitno.,ispiti,termini_ispita,Jesu li objavljeni novi ispitni termini?,medium,synthetic_rule_based,train
"Može pomoć, Radim ovo prvi put. Gdje da pitam za ispitne termine?",ispiti,kontakt_ispiti,Gdje da pitam za ispitne termine?,medium,synthetic_rule_based,train
"Trebam informaciju, Treba mi pomoć za predmet u inostranstvu.",pravna_pomoc,medjunarodna_pravna_pomoc,Treba mi pomoć za predmet u inostranstvu.,easy,synthetic_rule_based,train
"Molim vas, Kada rade općinske službe? Molim odgovor.",out_of_scope,nevezano,Kada rade općinske službe?,natural,synthetic_rule_based,train
"Molim vas, Ne znam koji dokument da predam. Koji propisi važe za notare?",zakoni_i_propisi,zakoni_notari_tumaci,Koji propisi važe za notare?,easy,synthetic_rule_based,train
Radim ovo prvi put. Kako se prijaviti na biro za zapošljavanje? Nisam siguran gdje da tražim.,out_of_scope,nevezano,Kako se prijaviti na biro za zapošljavanje?,medium,synthetic_rule_based,train
"Zanima me, Gdje se plaća parking kazna? Možete li me uputiti?",out_of_scope,nevezano,Gdje se plaća parking kazna?,easy,synthetic_rule_based,train
"Trebam informaciju, Kako da kontaktirati Ministarstvo pravde?",kontakt_i_nadleznosti,kontakt,Kako mogu kontaktirati Ministarstvo pravde?,medium,synthetic_rule_based,train
"Dobar dan, Kada je sljedeći termin ispita? Treba mi hitno.",ispiti,termini_ispita,Kada je sljedeći termin ispita?,easy,synthetic_rule_based,train
"Može pomoć, Gdje su objavljeni ovlašteni sudski tumači?",registri,registar_tumaca,Gdje su objavljeni ovlašteni sudski tumači?,medium,synthetic_rule_based,train
"Pozdrav, Koji su uslovi za vozačku dozvolu? Ako može.",out_of_scope,nevezano,Koji su uslovi za vozačku dozvolu?,medium,synthetic_rule_based,train
Ne znam koji dokument da predam. Koji formular se predaje za polaganje ispita? Treba mi hitno.,obrasci,obrazac_ispiti,Koji formular se predaje za polaganje ispita?,medium,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Gdje se predaje zahtjev/prijava za građevinsku dozvolu? Treba mi hitno.",out_of_scope,nevezano,Gdje se predaje zahtjev za građevinsku dozvolu?,easy,synthetic_rule_based,train
"Zanima me, Treba mi za fakultetski zadatak. Gdje je zakon o slobodi pristupa informacijama? Molim odgovor.",zakoni_i_propisi,zakoni_zospi,Gdje je zakon o slobodi pristupa informacijama?,medium,synthetic_rule_based,train
Koji zakon se primjenjuje na NVO?,zakoni_i_propisi,zakoni_udruzenja,Koji zakon se primjenjuje na NVO?,easy,synthetic_rule_based,train
Kako funkcioniše međunarodna pravna pomoć? Treba mi hitno.,pravna_pomoc,medjunarodna_pravna_pomoc,Kako funkcioniše međunarodna pravna pomoć?,medium,synthetic_rule_based,train
Radim ovo prvi put. Gdje je prijavni obrazac za upis u registar?,obrasci,obrazac_registracija,Gdje je prijavni obrazac za upis u registar?,medium,synthetic_rule_based,train
"Može pomoć, Kako se zove obrazac za izmjenu u registru? Hvala.",obrasci,obrazac_promjena,Kako se zove obrazac za izmjenu u registru?,easy,synthetic_rule_based,train
"Može pomoć, Kako da produžim pasoš?",out_of_scope,nevezano,Kako da produžim pasoš?,natural,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Na stranici ima puno linkova. Gdje je javni registar fondacija?",registri,registar_udruzenja,Gdje je javni registar fondacija?,medium,synthetic_rule_based,train
"Može pomoć, Pokušavam naći tačan obrazac. Treba mi izvod iz registra udruženja. Treba mi hitno.",registri,registar_udruzenja,Treba mi izvod iz registra udruženja.,easy,synthetic_rule_based,train
"Molim vas, Treba mi izvod iz registra udruženja. Hvala.",registri,registar_udruzenja,Treba mi izvod iz registra udruženja.,medium,synthetic_rule_based,train
Koji formular se predaje za polaganje ispita? Hvala.,obrasci,obrazac_ispiti,Koji formular se predaje za polaganje ispita?,natural,synthetic_rule_based,train
"Pozdrav, Kako otvoriti firmu u poreznoj upravi? Nisam siguran gdje da tražim.",out_of_scope,nevezano,Kako otvoriti firmu u poreznoj upravi?,natural,synthetic_rule_based,train
"Molim vas, Na stranici ima puno linkova. Gdje se nalazi Ministarstvo pravde? Ako može.",kontakt_i_nadleznosti,kontakt,Gdje se nalazi Ministarstvo pravde?,easy,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Kako se prijavljuje stručni upravni ispit? Molim odgovor.",ispiti,strucni_upravni_ispit,Kako se prijavljuje stručni upravni ispit?,natural,synthetic_rule_based,train
Ima li zahtjev za pristup informacijama? Molim odgovor.,obrasci,obrazac_zospi,Ima li zahtjev za pristup informacijama?,medium,synthetic_rule_based,train
"Zanima me, Kako ide pravna saradnja sa drugom državom? Možete li me uputiti?",pravna_pomoc,medjunarodna_pravna_pomoc,Kako ide pravna saradnja sa drugom državom?,easy,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Koji obrazac se koristi za osnivanje udruženja? Možete li me uputiti?",obrasci,obrazac_registracija,Koji obrazac se koristi za osnivanje udruženja?,easy,synthetic_rule_based,train
"Trebam informaciju, Koji sektor radi registraciju udruženja?",kontakt_i_nadleznosti,nadleznosti,Koji sektor radi registraciju udruženja?,natural,synthetic_rule_based,train
"Molim vas, Ima li zahtjev za registraciju u Word ili PDF formatu? Ako može.",obrasci,obrazac_registracija,Ima li zahtjev za registraciju u Word ili PDF formatu?,natural,synthetic_rule_based,train
Koji dokumenti trebaju za besplatnu pravnu pomoć?,pravna_pomoc,besplatna_pravna_pomoc,Koji dokumenti trebaju za besplatnu pravnu pomoć?,natural,synthetic_rule_based,train
"Molim vas, Kako se zove obrazac za izmjenu u registru?",obrasci,obrazac_promjena,Kako se zove obrazac za izmjenu u registru?,natural,synthetic_rule_based,train
"Dobar dan, Treba mi za fakultetski zadatak. Koji formular treba za promjenu zastupnika? Molim odgovor.",obrasci,obrazac_promjena,Koji formular treba za promjenu zastupnika?,natural,synthetic_rule_based,train
Koji sektor radi registraciju udruženja? Hvala.,kontakt_i_nadleznosti,nadleznosti,Koji sektor radi registraciju udruženja?,easy,synthetic_rule_based,train
"Molim vas, Treba mi informacija o Haškoj konvenciji za djecu.",pravna_pomoc,otmica_djece,Treba mi informacija o Haškoj konvenciji za djecu.,easy,synthetic_rule_based,train
"Može pomoć, Ne razumijem proceduru. Šta treba za promjenu osobe ovlaštene za zastupanje? Možete li me uputiti?",registracija,promjena_podataka,Šta treba za promjenu osobe ovlaštene za zastupanje?,natural,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Treba mi za fakultetski zadatak. Kako se prijaviti na biro za zapošljavanje?",out_of_scope,nevezano,Kako se prijaviti na biro za zapošljavanje?,natural,synthetic_rule_based,train
"Može pomoć, Ne razumijem proceduru. Kako otvoriti firmu u poreznoj upravi? Možete li me uputiti?",out_of_scope,nevezano,Kako otvoriti firmu u poreznoj upravi?,natural,synthetic_rule_based,train
"Može pomoć, Treba mi za fakultetski zadatak. Kako se prijaviti na biro za zapošljavanje?",out_of_scope,nevezano,Kako se prijaviti na biro za zapošljavanje?,medium,synthetic_rule_based,train
"Može pomoć, Na stranici ima puno linkova. Ima li zahtjev za registraciju u Word ili PDF formatu?",obrasci,obrazac_registracija,Ima li zahtjev za registraciju u Word ili PDF formatu?,easy,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Treba mi informacija o Haškoj konvenciji za djecu.",pravna_pomoc,otmica_djece,Treba mi informacija o Haškoj konvenciji za djecu.,easy,synthetic_rule_based,train
"Molim vas, Gdje mogu preuzeti obrazac za registraciju udruženja? Hvala.",obrasci,obrazac_registracija,Gdje mogu preuzeti obrazac za registraciju udruženja?,medium,synthetic_rule_based,train
"Molim vas, Kako da dobiti besplatnu pravnu pomoć? Ako može.",pravna_pomoc,besplatna_pravna_pomoc,Kako mogu dobiti besplatnu pravnu pomoć?,easy,synthetic_rule_based,train
"Dobar dan, Radim ovo prvi put. Kako mogu kontaktirati Ministarstvo pravde?",kontakt_i_nadleznosti,kontakt,Kako mogu kontaktirati Ministarstvo pravde?,easy,synthetic_rule_based,train
"Dobar dan, Kako pronaći kontakt osobe u Ministarstvu?",kontakt_i_nadleznosti,organizacija,Kako pronaći kontakt osobe u Ministarstvu?,natural,synthetic_rule_based,train
Ko može polagati stručni upravni ispit? Molim odgovor.,ispiti,strucni_upravni_ispit,Ko može polagati stručni upravni ispit?,medium,synthetic_rule_based,train
"Može pomoć, Gdje mogu pronaći registar udruženja? Nisam siguran gdje da tražim.",registri,registar_udruzenja,Gdje mogu pronaći registar udruženja?,natural,synthetic_rule_based,train
"Može pomoć, Gdje se podnosi zahtjev za registraciju fondacije?",registracija,registracija_fondacije,Gdje se podnosi zahtjev za registraciju fondacije?,natural,synthetic_rule_based,train
Kako naplatiti alimentaciju iz inostranstva? Treba mi hitno.,pravna_pomoc,alimentacija,Kako naplatiti alimentaciju iz inostranstva?,easy,synthetic_rule_based,train
Ne znam koji dokument da predam. Koji zakon reguliše pravosudni ispit? Nisam siguran gdje da tražim.,zakoni_i_propisi,zakoni_ispiti,Koji zakon reguliše pravosudni ispit?,easy,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Treba mi prijava za stručni upravni ispit.",obrasci,obrazac_ispiti,Treba mi prijava za stručni upravni ispit.,medium,synthetic_rule_based,train
"Trebam informaciju, Kako registrovati auto? Hvala.",out_of_scope,nevezano,Kako registrovati auto?,easy,synthetic_rule_based,train
"Zanima me, Gdje se predaje zahtjev za građevinsku dozvolu? Treba mi hitno.",out_of_scope,nevezano,Gdje se predaje zahtjev za građevinsku dozvolu?,natural,synthetic_rule_based,train
"Pozdrav, Koji zakon reguliše notarsku službu?",zakoni_i_propisi,zakoni_notari_tumaci,Koji zakon reguliše notarsku službu?,natural,synthetic_rule_based,train
Pokušavam naći tačan obrazac. Kako provjeriti da li je neko sudski tumač? Hvala.,registri,registar_tumaca,Kako provjeriti da li je neko sudski tumač?,natural,synthetic_rule_based,train
"Može pomoć, Kome se šalje prijava za ispit? Nisam siguran gdje da tražim.",ispiti,kontakt_ispiti,Kome se šalje prijava za ispit?,easy,synthetic_rule_based,train
Koji je email Ministarstva pravde BiH?,kontakt_i_nadleznosti,kontakt,Koji je email Ministarstva pravde BiH?,medium,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Gdje se vadi lična karta? Molim odgovor.",out_of_scope,nevezano,Gdje se vadi lična karta?,easy,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Za šta je nadležno Ministarstvo pravde? Nisam siguran gdje da tražim.",kontakt_i_nadleznosti,nadleznosti,Za šta je nadležno Ministarstvo pravde?,medium,synthetic_rule_based,train
"Zanima me, Ne znam koji dokument da predam. Kada je sljedeći termin ispita? Možete li me uputiti?",ispiti,termini_ispita,Kada je sljedeći termin ispita?,natural,synthetic_rule_based,train
Gdje mogu naći zahtjev/prijava za izmjenu podataka?,obrasci,obrazac_promjena,Gdje mogu naći zahtjev za izmjenu podataka?,easy,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Koji zakon reguliše udruženja i fondacije? Molim odgovor.",zakoni_i_propisi,zakoni_udruzenja,Koji zakon reguliše udruženja i fondacije?,natural,synthetic_rule_based,train
"Molim vas, Koji obrazac ide za ZOSPI? Ako može.",obrasci,obrazac_zospi,Koji obrazac ide za ZOSPI?,natural,synthetic_rule_based,train
"Dobar dan, Treba mi organizaciona struktura Ministarstva.",kontakt_i_nadleznosti,organizacija,Treba mi organizaciona struktura Ministarstva.,easy,synthetic_rule_based,train
Ko ima pravo na besplatnu pravnu pomoć? Možete li me uputiti?,pravna_pomoc,besplatna_pravna_pomoc,Ko ima pravo na besplatnu pravnu pomoć?,medium,synthetic_rule_based,train
"Pozdrav, Kako je regulisan zahtjev za pristup informacijama?",zakoni_i_propisi,zakoni_zospi,Kako je regulisan zahtjev za pristup informacijama?,natural,synthetic_rule_based,train
Koji dokumenti trebaju za međunarodnu alimentaciju? Treba mi hitno.,pravna_pomoc,alimentacija,Koji dokumenti trebaju za međunarodnu alimentaciju?,natural,synthetic_rule_based,train
"Pozdrav, Gdje mogu preuzeti obrazac za registraciju udruženja?",obrasci,obrazac_registracija,Gdje mogu preuzeti obrazac za registraciju udruženja?,natural,synthetic_rule_based,train
"Molim vas, Koji propisi važe za fondacije? Možete li me uputiti?",zakoni_i_propisi,zakoni_udruzenja,Koji propisi važe za fondacije?,easy,synthetic_rule_based,train
Gdje da pitam za ispitne termine? Hvala.,ispiti,kontakt_ispiti,Gdje da pitam za ispitne termine?,natural,synthetic_rule_based,train
Koji zakon se primjenjuje na NVO? Treba mi hitno.,zakoni_i_propisi,zakoni_udruzenja,Koji zakon se primjenjuje na NVO?,easy,synthetic_rule_based,train
"Zanima me, Kako da produžim pasoš?",out_of_scope,nevezano,Kako da produžim pasoš?,natural,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Pokušavam naći tačan obrazac. Gdje je prijavni obrazac za upis u registar?",obrasci,obrazac_registracija,Gdje je prijavni obrazac za upis u registar?,medium,synthetic_rule_based,train
"Može pomoć, Gdje su objavljeni ovlašteni sudski tumači? Nisam siguran gdje da tražim.",registri,registar_tumaca,Gdje su objavljeni ovlašteni sudski tumači?,natural,synthetic_rule_based,train
"Pozdrav, Gdje je obrazac za prijavu pravosudnog ispita? Ako može.",obrasci,obrazac_ispiti,Gdje je obrazac za prijavu pravosudnog ispita?,medium,synthetic_rule_based,train
"Pozdrav, Ne razumijem proceduru. Kome se šalje prijava za ispit?",ispiti,kontakt_ispiti,Kome se šalje prijava za ispit?,easy,synthetic_rule_based,train
Ima li zahtjev za registraciju u Word ili PDF formatu? Treba mi hitno.,obrasci,obrazac_registracija,Ima li zahtjev za registraciju u Word ili PDF formatu?,easy,synthetic_rule_based,train
Kako registrovati auto? Molim odgovor.,out_of_scope,nevezano,Kako registrovati auto?,natural,synthetic_rule_based,train
Treba mi za fakultetski zadatak. Kako naplatiti alimentaciju iz inostranstva?,pravna_pomoc,alimentacija,Kako naplatiti alimentaciju iz inostranstva?,easy,synthetic_rule_based,train
"Može pomoć, Ima li raspored za polaganje ispita?",ispiti,termini_ispita,Ima li raspored za polaganje ispita?,natural,synthetic_rule_based,train
Kako se zove obrazac za izmjenu u registru?,obrasci,obrazac_promjena,Kako se zove obrazac za izmjenu u registru?,easy,synthetic_rule_based,train
Koji zakon se primjenjuje na NVO? Ako može.,zakoni_i_propisi,zakoni_udruzenja,Koji zakon se primjenjuje na NVO?,natural,synthetic_rule_based,train
"Molim vas, Gdje se polaže stručni upravni ispit?",ispiti,strucni_upravni_ispit,Gdje se polaže stručni upravni ispit?,easy,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Pokušavam naći tačan obrazac. Kako ide pravna saradnja sa drugom državom? Možete li me uputiti?",pravna_pomoc,medjunarodna_pravna_pomoc,Kako ide pravna saradnja sa drugom državom?,easy,synthetic_rule_based,train
Ne razumijem proceduru. Gdje su pravilnici za sudske tumače?,zakoni_i_propisi,zakoni_notari_tumaci,Gdje su pravilnici za sudske tumače?,natural,synthetic_rule_based,train
"Pozdrav, Gdje mogu naći zakon o udruženjima? Hvala.",zakoni_i_propisi,zakoni_udruzenja,Gdje mogu naći zakon o udruženjima?,natural,synthetic_rule_based,train
"Može pomoć, Treba mi pomoć za predmet u inostranstvu.",pravna_pomoc,medjunarodna_pravna_pomoc,Treba mi pomoć za predmet u inostranstvu.,natural,synthetic_rule_based,train
Treba mi spisak notara u BiH. Molim odgovor.,registri,registar_notara,Treba mi spisak notara u BiH.,medium,synthetic_rule_based,train
"Pozdrav, Ima li zahtjev za registraciju u Word ili PDF formatu? Ako moze.",obrasci,obrazac_registracija,Ima li zahtjev za registraciju u Word ili PDF formatu?,medium,synthetic_rule_based,train
Kako dobiti uvjerenje o državljanstvu? Možete li me uputiti?,out_of_scope,nevezano,Kako dobiti uvjerenje o državljanstvu?,medium,synthetic_rule_based,train
Radim ovo prvi put. Gdje je zakon o slobodi pristupa informacijama? Ako može.,zakoni_i_propisi,zakoni_zospi,Gdje je zakon o slobodi pristupa informacijama?,medium,synthetic_rule_based,train
"Može pomoć, Na stranici ima puno linkova. Koji zakon propisuje uslove za pravosudni ispit? Molim odgovor.",zakoni_i_propisi,zakoni_ispiti,Koji zakon propisuje uslove za pravosudni ispit?,natural,synthetic_rule_based,train
Koliko košta polaganje pravosudnog ispita? Treba mi hitno.,ispiti,pravosudni_ispit,Koliko košta polaganje pravosudnog ispita?,natural,synthetic_rule_based,train
"Trebam informaciju, Gdje su pravilnici za sudske tumače?",zakoni_i_propisi,zakoni_notari_tumaci,Gdje su pravilnici za sudske tumače?,easy,synthetic_rule_based,train
Koji propisi važe za notare? Nisam siguran gdje da tražim.,zakoni_i_propisi,zakoni_notari_tumaci,Koji propisi važe za notare?,easy,synthetic_rule_based,train
"Trebam informaciju, Ko je nadležan za međunarodnu pravnu pomoć? Ako može.",pravna_pomoc,medjunarodna_pravna_pomoc,Ko je nadležan za međunarodnu pravnu pomoć?,easy,synthetic_rule_based,train
Gdje su pravilnici za sudske tumače? Hvala.,zakoni_i_propisi,zakoni_notari_tumaci,Gdje su pravilnici za sudske tumače?,easy,synthetic_rule_based,train
"Trebam informaciju, Treba mi za fakultetski zadatak. Kako provjeriti da li je udruženje registrovano?",registri,registar_udruzenja,Kako provjeriti da li je udruženje registrovano?,natural,synthetic_rule_based,train
"Zanima me, Pokušavam naći tačan obrazac. Kada rade općinske službe? Hvala.",out_of_scope,nevezano,Kada rade općinske službe?,easy,synthetic_rule_based,train
Treba mi registar sudskih tumača. Nisam siguran gdje da tražim.,registri,registar_tumaca,Treba mi registar sudskih tumača.,easy,synthetic_rule_based,train
